Name,URL,Fact and Bias
Bust Magazine,bust.com,left            
Bustle Magazine,bustle.com,left_center            
Buzzfeed,buzzfeed.com news,left_center            
buzzfeedusa,buzzfeedusa.com,"  fake news  fake  rumor     Scottsdale, Ariz. ** "
bvanews,bvanews.com,    unreliable  bias  fake  seems like a combination of totally fake and unreliable reports of 'real' news  
C-SPAN,c-span.org,least_biased            
Center for a Stateless Society,c4ss.org,right_center            
Calgary Herald,calgaryherald.com,left_center            
Calgary Sun,calgarysun.com,right_center            
Call the Cops,callthecops.net,satire    satire        
Campaign Life Coalition,campaignlifecoalition.com,right            
Canada Free Press,canadafreepress.com,right    conspiracy  bias       
Canadian Dimension,canadiandimension.com,left            
cannasos,cannasos.com,"  some fake stories  fake  unreliable     Scottsdale, Ariz. ** "
Cap News,cap-news.com,satire    fake         
California Political Review,capoliticalreview.com,right_center            
Carbonated TV,carbonated.tv,left            
Carnegie Endowment for International Peace,carnegieendowmentforinternationalpeace.com,least_biased            
Carolina Public Press,carolinapublicpress.org,left_center            
Castanet,castanet.net,least_biased            
Cato Institute,cato.org,right_center            
cato  blog,cato.org blog,    political  reliable      
Regulation Magazine,cato.org regulation,right_center            
CBC News,cbc.ca news,left_center            
Congressional Budget Office (CBO),cbo.gov,least_biased            
CBS News,cbsnews.com.co,left_center    fake        
CCTV America,cctv-america.com,left_center            
Committee for Economic Development,ced.org,least_biased            
Competitive Enterprise Institute,cei.org,right_center            
CelebTriCity,celebtricity.com,satire    satire        
Censored ,censored.news,questionable            
Center for Advanced Defense Studies,centerforadvanceddefensestudies.com,least_biased            
Center for a New American Security,centerforanewamericansecurity.com,least_biased            
Center for Global Development,centerforglobaldevelopment.com,least_biased            
Center for Inquiry,centerforinquiry.net,least_biased            
Center for the National Interest,centerforthenationalinterest.com,right_center            
Council on Foreign Relations,cfr.org,right_center            
Change ,change.org,left            
channel-7-news,channel-7-news.com,    fake        
channel18news,channel18news.com,  imposter site  fake  
Charisma News,charismanews.com,"pseudoscience    bias      minimal factual reporting despite being ""news'  "
Charlotte Observer,charlotteobserver.com,left_center            
chaser,chaser.com.au,    satire        
checkoutthehealthyworld,checkoutthehealthyworld.com,    junksci  clickbait      
Chicago Sun Times,chicago.suntimes.com,left_center            
Chicago Reader,chicagoreader.com,left            
Chicago Tribune,chicagotribune.com,left_center            
Chicks on the Right,chicksontheright.com,right    clickbait  bias      
China Daily,chinadaily.com.cn,least_biased            
christianfightback,christianfightback.com,    hate  bias      
Christianity Today,christianitytoday.com,right_center            
Christian Post,christianpost.com,right    reliable  political      
Christian Times Newspaper,christiantimesnewspaper.com,"pseudoscience  imposter site  rumor  bias  fake   Scottsdale, Ariz. ** "
christiantoday,christiantoday.info,"  fake news         Scottsdale, Ariz. ** "
Christwire,christwire.org,satire    satire         
The Chronicle of Higher Education,chronicle.com,least_biased            
chronicle,chronicle.su,    satire         
Internet Chronicle,chronicle.su,satire            
chroniclesmagazine,chroniclesmagazine.org,"    political      from what I gather, like the opposite of Jacobin (paleoconservative)   "
Chronicles of Democracy,chroniclesofdemocracy.com,left            
Cincinnati Enquirer,cincinnati.com,right_center            
Center for International Policy,ciponline.org,left_center            
Circa News,circa.com,least_biased            
Center for Immigration Studies (CIS),cis.org,questionable            
Asheville Citizen-Times,citizen-times.com,left_center            
Citizens United,citizensunited.org,right    bias      loaded language etc.  
City Journal,city-journal.org,right    political        
City and State New York,cityandstateny.com,least_biased            
CityWorldNews,cityworldnews.com,questionable    fake        
Civic Tribune,civictribune.com,"satire  imposter site  fake       Scottsdale, Ariz. ** "
Clarion Project,clarionproject.org,questionable            
Clash Daily,clashdaily.com,"questionable  fake news  fake  conspiracy  bias   Scottsdale, Ariz. ** "
Clean Technica,cleantechnica.com,left_center            
The Plain Dealer,cleveland.com plaindealer,left_center            
Clickhole,clickhole.com,satire    satire        
Climate Action Tracker,climateactiontracker.org,pro_science            
Climate Central,climatecentral.org,pro_science            
Climate Depot,climatedepot.com,pseudoscience            
Climate Feedback,climatefeedback.org,pro_science            
The Climate Reality Project,climaterealityproject.org,left            
CNBC,cnbc.com,left_center            
CNET,cnet.com,pro_science            
CNN,cnn.com,left_center            
Cnn .de,cnn.com.de,questionable            
cnnews3,cnnews3.com,"  imposter site  fake       Scottsdale, Ariz. ** "
cnnnext,cnnnext.com,    unreliable      basically an RT video channel  
CNS News,cnsnews.com,right    unreliable  bias    The news arm of Media Research Center (a conservative org that is frequently criticized for use of selective evidence)   
Coast to Coast AM,coasttocoastam.com,pseudoscience    unreliable        
coed,coed.com,"  some fake stories  fake  unreliable     New York, N.Y. "
Cold Dead Hands,colddeadhands.us,right            
Collective-Evolution,collective-evolution.com,pseudoscience    junksci        
Collectively Conscious,collectivelyconscious.net,pseudoscience    junksci  conspiracy      
Communities Digital News,commdiginews.com,right_center            
Commentary Magazine,commentarymagazine.com,right    political        
Common Dreams,commondreams.org,left    political  clickbait      
Commonwealth Fund,commonwealthfund.org,left_center            
concisepolitics,concisepolitics.com,    conspiracy  hate      
Conflict News,conflict-news.com,least_biased            
Congress ,congress.gov,least_biased            
Conscious Life News,consciouslifenews.com,pseudoscience    junksci         
Conservapedia,conservapedia.com,questionable    bias          
Conservation Magazine,conservationmagazine.org,least_biased            
Council of Concerned Citizens,conservative-headlines.com,questionable            
Conservative 101,conservative101.com,questionable            
Conservative Base,conservativebase.com,right            
conservativebyte,conservativebyte.com,    fake  bias      
Conservative Daily News,conservativedailynews.com,right            
Conservative Daily Post,conservativedailypost.com,"questionable  fake news  fake  unreliable    This website is a weird mix of outright fake news and some stuff that looks more reliable.  Panama, Pa. * "
Conservative Fighters,conservativefighters.com,questionable    fake        
conservativefiringline,conservativefiringline.com,    bias  conspiracy  clickbait    
conservativeflashnews,conservativeflashnews.com,"  fake news  fake       Panama, Pa.* "
conservativeinfidel,conservativeinfidel.com,    fake  conspiracy      
Conservative Info Corner,conservativeinfocorner.com,questionable  fake news         Came up as available for use 
Conservative Outfitters,conservativeoutfitters.com,right    unreliable  clickbait      
conservativepapers,conservativepapers.com,"    bias      incorrect uncited data, citing other sources labeled as bias  "
Conservative Post,conservativepost.com,questionable            
conservativerefocus,conservativerefocus.com,    conspiracy        
Conservative Review,conservativereview.com,right    political        
Conservative Spirit,conservativespirit.com,"questionable  fake news  bias  fake     Chesterbrook, Pa.^ "
conservativestate,conservativestate.com,"    bias      links to other borderline fake, but mostly just propagandistic websites  "
Conservative Tribune,conservativetribune.com,questionable    bias  conspiracy  unreliable    
Consortium News,consortiumnews.com,least_biased    reliable      The authors on this website are pretty reliable and the articles appear well researched  
Conspiracy Planet,conspiracyplanet.com,pseudoscience    conspiracy        
conspiracywire,conspiracywire.com,    conspiracy        
The Constitution,constitution.com,questionable            
Constitution Project,constitutionproject.org,least_biased            
Consumerist,consumerist.com,least_biased            
Contrail Science,contrailscience.com,pro_science            
Controversial Times,controversialtimes.com,right            
Cook Political Report,cookpolitical.com,least_biased            
The Corbett Report,corbettreport.com,pseudoscience    conspiracy        
Cosmopolitan,cosmopolitan.com,left            
Council for the National Interest,councilforthenationalinterest.org,left_center            
Countdown to Zerotime,countdowntozerotime.com,pseudoscience    conspiracy         
Counter Current News,countercurrentnews.com,pseudoscience    bias        
countercurrents,countercurrents.org,    political  unreliable    This site is pretty explicit about it's p.o.v. and is coming from a political perspective but doesn't fit under how we are defining 'bias'  
counterinformation ,counterinformation.wordpress.com,    political        
counterjihad,counterjihad.com,    bias        
CounterPsyOps,counterpsyops.com,pseudoscience    conspiracy        
CounterPunch,counterpunch.org,left    political      explicit POV - legit authors  
The Courier-Journal,courier-journal.com,left_center            
The Courier-Mail,couriermail.com.au,right_center            
cowgernation,cowgernation.com,    bias  conspiracy      
Committee to Protect Journalists,cpj.org,least_biased            
Cracked,cracked.com,satire            
Cream BMP,creambmp.com,satire    satire  fake      
Credo Action,credoaction.com,left_center            
Committee for a Responsible Federal Budget,crfb.org,least_biased            
Crime Prevention Research Center,crimeresearch.org,right            
CrimethInc,crimethinc.com,left            
International Crisis Group,crisisgroup.org,left_center            
Crooks and Liars,crooksandliars.com,left            
Crosscut ,crosscut.com,left_center            
cryptogon,cryptogon.com,    conspiracy  unreliable    copy-pasted commentary from various news & 'news' sources  
crystalair,crystalair.com,    satire      redirects to   cap-news.com   
CSC Mediagroup USA,cscmediagroupus.com,right            
CS Globe,csglobe.com,pseudoscience            
Committee for Skeptical Inquiry,csicop.org,pro_science            
Skeptical Inquirer,csicop.org si,pro_science            
Center For Strategic and International Studies,csis.org,least_biased            
Christian Science Monitor,csmonitor.com,least_biased            
Citizens for Tax Justice,ctj.org,left_center            
CTV News,ctvnews.ca,left_center            
Current Affairs Magazine,currentaffairs.org,left            
Daily Buzz Live,dailybuzzlive.com,questionable    fake        
Daily Caller,dailycaller.com,right    political  clickbait  bias  a weird mix of info. they link to extremely biased sites (as sources) and more reliable balanced sources  
The Daily Climate,dailyclimate.org,left_center            
Daily Currant,dailycurrant.com,satire    satire        
The Daily Discord,dailydiscord.com,satire    satire        
Daily Dot,dailydot.com,left            
Daily Headlines,dailyheadlines.net,questionable    fake         
Daily Infobox,dailyinfobox.com,"questionable  fake news  fake       Panama, Pa.* "
dailyken,dailyken.com,    hate        
Daily Kos,dailykos.com,left    political  clickbait       
dailyleak,dailyleak.org,    satire  fake      
Daily Mail,dailymail.co.uk ushome index.html,right            
Los Angeles Daily News,dailynews.com,right_center            
dailynews10,dailynews10.com,"  imposter site  fake       Scottsdale, Ariz. ** "
dailynews5,dailynews5.com,"  imposter site  fake       Scottsdale, Ariz. ** "
Daily News Bin,dailynewsbin.com,left    bias  clickbait      
dailynewsposts,dailynewsposts.info,"  fake news  fake       Chesterbrook, Pa ^ "
Daily Occupation,dailyoccupation.com,pseudoscience    conspiracy  bias      
dailypoliticsusa,dailypoliticsusa.com,    bias        
Daily Press,dailypress.com,right_center            
Daily Record,dailyrecord.com,least_biased            
Daily Sabah,dailysabah.com,right            
Daily Signal,dailysignal.com,right    bias        
dailysnark,dailysnark.com,"  parody site  satire       Scottsdale, Ariz. ** "
Daily Squib,dailysquib.co.uk,satire    satire        
Daily Star UK,dailystar.co.uk,pseudoscience            
Daily Stormer,dailystormer.com,questionable    hate  conspiracy  bias  pretty well known neo-nazi site  
Daily Surge,dailysurge.com,"right  fake news  fake       Alexandria, Va. "
The Daily Tarheel,dailytarheel.com,left_center            
Daily Telegraph,dailytelegraph.com.au,right_center    bias  rumor    australian tabloid mag  
The Daily Telegraph (Australia),dailytelegraph.com.au,right            
dailyusaupdate,dailyusaupdate.com,"  fake news  fake       Scottsdale, Ariz. ** "
The Daily Wire,dailywire.com,right    bias        
Dallas Morning News,dallasnews.com,right_center            
Dallas Voice,dallasvoice.com,left            
damnleaks,damnleaks.com,"  fake news  fake       Colorado Springs, Colo.  "
The Dandy Goat,dandygoat.com,satire    satire        
Danger and Play,dangerandplay.com,questionable            
darkmoon,darkmoon.me,    hate  bias      
darkpolitricks,darkpolitricks.com,    bias  conspiracy      
Data Asylum,dataasylum.com,pseudoscience    conspiracy  junksci      
davejanda,davejanda.com,    unreliable        
davidduke,davidduke.com,    hate        
David Icke,davidicke.com,pseudoscience            
davidstockmanscontracorner,davidstockmanscontracorner.com,    political        
David Wolfe,davidwolfe.com,pseudoscience    conspiracy        
dcclothesline,dcclothesline.com,    conspiracy  junksci      
The D.C. Clothesline,dcclothesline.com,questionable            
DC Gazette,dcgazette.com,questionable    fake        
dcleaks,dcleaks.com,    unreliable        
DCReport ,dcreport.org,left_center            
DC Statesman,dcstatesman.com,right            
Deadline Hollywood,deadline.com,left_center            
deadlinelive,deadlinelive.info,    political  conspiracy      
deadlyclear ,deadlyclear.wordpress.com,"    bias  fake news    Not a personal website, owned by Project Maui, Inc. Makes unverifiable extraordinary claims, seems to be advertising for lawyers with a history of legal reprimands.  "
Dead State,deadstate.org,left            
DeathandTaxes,deathandtaxes.com,left            
Debate Post,debatepost.com,right            
debunkingskeptics,debunkingskeptics.com,    bias  conspiracy    Science doesn't mean what they think it means  
SCEPCOP (Debunking Skeptics),debunkingskeptics.com,pseudoscience            
