  stpete4peace  ,stpete4peace.org, mediabiasfactcheck.com st-pete-for-peace ,HIGH,left,,,,
 feministing  ,feministing.com, mediabiasfactcheck.com feministing ,HIGH,left,,,,
  unz  ,unz.com, mediabiasfactcheck.com the-unz-report ,LOW,extreme-right,,,,
 globalvoices  ,globalvoices.org, mediabiasfactcheck.com global-voices ,HIGH,left,,,,
  dcstatesman  ,dcstatesman.com, mediabiasfactcheck.com dc-statesman ,MIXED,right,,,,
  thedailyliberator  ,thedailyliberator.com, mediabiasfactcheck.com the-daily-liberator ,MIXED,right,,,,
  nationalreview  ,nationalreview.com, mediabiasfactcheck.com national-review ,HIGH,right,,,,
  theburningspear  ,theburningspear.com, mediabiasfactcheck.com the-burning-spear ,HIGH,left,,,,
  pacificpundit  ,pacificpundit.com, mediabiasfactcheck.com pacific-pundit ,LOW,extreme-right,,,,
 theredshtick  ,theredshtick.com, mediabiasfactcheck.com the-red-shtick ,LOW,center,,,,
 politicaldig  ,politicaldig.com, mediabiasfactcheck.com political-dig ,MIXED,left,,,,
  memri  ,memri.org, mediabiasfactcheck.com middle-east-media-research-institute-memri ,LOW,right,,,,
  tvw  ,tvw.org, mediabiasfactcheck.com tvw-washington-state ,HIGH,center,,,,
  dailytarheel  ,dailytarheel.com, mediabiasfactcheck.com the-daily-tarheel ,HIGH,left-center,,,,
 lexingtoninstitute  ,lexingtoninstitute.org, mediabiasfactcheck.com lexington-institute ,HIGH,right-center,,,,
  kmov  ,kmov.com, mediabiasfactcheck.com kmov ,HIGH,left-center,,,,
  nationaleconomicseditorial  ,nationaleconomicseditorial.com, mediabiasfactcheck.com national-economics-editorial ,LOW,extreme-right,,,,
  middleeastmonitor  ,middleeastmonitor.com, mediabiasfactcheck.com middle-east-monitor ,MIXED,left,,,,
  britannica  ,britannica.com, mediabiasfactcheck.com encyclopedia-britannica ,HIGH,center,,,,
  srnnews  ,srnnews.com, mediabiasfactcheck.com salem-radio-network-news-srn-news ,HIGH,right-center,,,,
  dailytelegraph   ,dailytelegraph.com.au, mediabiasfactcheck.com the-daily-telegraph-australia ,MIXED,right,,,,
  foreignaffairs  ,foreignaffairs.com, mediabiasfactcheck.com foreign-affairs ,HIGH,center,,,,
 cis  ,cis.org, mediabiasfactcheck.com center-for-immigration-studies-cis ,LOW,extreme-right,,,,
  washingtonblade  ,washingtonblade.com, mediabiasfactcheck.com washington-blade ,HIGH,left-center,,,,
 canadiandimension  ,canadiandimension.com, mediabiasfactcheck.com canadian-dimension ,HIGH,left,,,,
 schmedium ,schmedium.org, mediabiasfactcheck.com schmedium ,LOW,center,,,,
  standard  ,standard.net, mediabiasfactcheck.com utah-standard-examiner ,HIGH,center,,,,
  change  ,change.org, mediabiasfactcheck.com change-org ,HIGH,left,,,,
  democraticunderground  ,democraticunderground.com, mediabiasfactcheck.com democratic-underground ,MIXED,left,,,,
  pastemagazine  ,pastemagazine.com, mediabiasfactcheck.com paste-magazine ,HIGH,left,,,,
  texastribune  ,texastribune.org, mediabiasfactcheck.com texas-tribune ,HIGH,center,,,,
  consnation  ,consnation.com, mediabiasfactcheck.com conservative-nation ,LOW,extreme-right,,,,
  ctvnews  ,ctvnews.ca, mediabiasfactcheck.com ctv-news ,HIGH,left-center,,,,
 thewire  ,thewire.in, mediabiasfactcheck.com the-wire-india ,HIGH,left-center,,,,
  newser ,newser.com, mediabiasfactcheck.com newser ,HIGH,left-center,,,,
  rep-am  ,rep-am.com, mediabiasfactcheck.com waterbury-republican-american ,HIGH,right-center,,,,
 loveknowledge  ,loveknowledge.org, mediabiasfactcheck.com love-knowledge ,MIXED,left,,,,
  democracynow  ,democracynow.org, mediabiasfactcheck.com democracy-now ,HIGH,left,,,,
  prospectmagazine  ,prospectmagazine.co.uk, mediabiasfactcheck.com prospect-magazine ,HIGH,left-center,,,,
  winonadailynews ,winonadailynews.com, mediabiasfactcheck.com winona-daily-news ,HIGH,center,,,,
 abovethelaw  ,abovethelaw.com, mediabiasfactcheck.com above-the-law ,HIGH,left-center,,,,
 us.blastingnews  ,us.blastingnews.com, mediabiasfactcheck.com blastingnews ,MIXED,left-center,,,,
  factcheck  ,factcheck.org, mediabiasfactcheck.com factcheck ,HIGH,center,,,,
  neweurope.eu ,neweurope.eu, mediabiasfactcheck.com new-europe ,HIGH,left-center,,,,
 thediplomat  ,thediplomat.com, mediabiasfactcheck.com the-diplomat-magazine ,HIGH,center,,,,
 dailysurge  ,dailysurge.com, mediabiasfactcheck.com daily-surge ,MIXED,right,,,,
  eastbaytimes  ,eastbaytimes.com, mediabiasfactcheck.com east-bay-times ,HIGH,left-center,,,,
  mediacircus  ,mediacircus.com, mediabiasfactcheck.com media-circus ,MIXED,right,,,,
  defenseone  ,defenseone.com, mediabiasfactcheck.com defense-one ,HIGH,center,,,,
 electronicintifada  ,electronicintifada.net, mediabiasfactcheck.com electronic-intifada ,HIGH,left,,,,
  usasupreme  ,usasupreme.com, mediabiasfactcheck.com usa-supreme ,LOW,extreme-right,,,,
  thelibertyeagle ,thelibertyeagle.com, mediabiasfactcheck.com the-liberty-eagle ,LOW,extreme-right,,,,
  rt  news ,rt.com-news, mediabiasfactcheck.com rt-news ,MIXED,right-center,,,,
  slate  ,slate.com, mediabiasfactcheck.com slate ,HIGH,left,,,,
  westernjournalism  thepoint ,westernjournalism.com-thepoint, mediabiasfactcheck.com tea-party-news-tpnn ,MIXED,right,,,,
 conservativebase  ,conservativebase.com, mediabiasfactcheck.com conservative-base ,MIXED,right,,,,
  desmoinesregister  ,desmoinesregister.com, mediabiasfactcheck.com the-des-moines-register ,HIGH,right-center,,,,
 mondoweiss  ,mondoweiss.net, mediabiasfactcheck.com mondoweiss ,HIGH,left,,,,
  newsbusters  ,newsbusters.org, mediabiasfactcheck.com newsbusters ,MIXED,right,,,,
 thewashingtonreporter  ,thewashingtonreporter.com, mediabiasfactcheck.com the-washington-reporter ,LOW,extreme-right,,,,
 theoswatch ,theoswatch.com, mediabiasfactcheck.com theoswatch-com ,MIXED,left,,,,
  thesun  ,thesun.co.uk, mediabiasfactcheck.com the-sun ,MIXED,right,,,,
 antiwar  ,antiwar.com, mediabiasfactcheck.com anti-war ,MIXED,right-center,,,,
 missoulian  ,missoulian.com, mediabiasfactcheck.com missoulian ,HIGH,center,,,,
 cumberlink ,cumberlink.com, mediabiasfactcheck.com the-sentinel-pennsylvania ,HIGH,center,,,,
  mediazone  ,mediazone.news, mediabiasfactcheck.com media-zone ,LOW,extreme-right,,,,
 carnegieendowment  ,carnegieendowment.org, mediabiasfactcheck.com carnegie-endowment-for-international-peace ,HIGH,center,,,,
  liberalexaminer  ,liberalexaminer.com, mediabiasfactcheck.com liberal-examiner ,MIXED,left,,,,
  readingthepictures ,readingthepictures.org, mediabiasfactcheck.com reading-the-pictures ,HIGH,left,,,,
 corporatepresidency ,corporatepresidency.org, mediabiasfactcheck.com corporate-presidency ,HIGH,left-center,,,,
 imowired  ,imowired.com, mediabiasfactcheck.com imowired ,LOW,extreme-right,,,,
  richmond  ,richmond.com, mediabiasfactcheck.com richmond-times-dispatch ,HIGH,right-center,,,,
  alreporter ,alreporter.com, mediabiasfactcheck.com alabama-political-reporter ,HIGH,center,,,,
  msnbc  ,msnbc.com, mediabiasfactcheck.com msnbc ,MIXED,left,,,,
  mintpressnews  ,mintpressnews.com, mediabiasfactcheck.com mint-press-news ,HIGH,left-center,,,,
  news   ,news.com.au, mediabiasfactcheck.com news-com-au ,HIGH,left-center,,,,
  theshovel   ,theshovel.com.au, mediabiasfactcheck.com the-shovel ,LOW,center,,,,
  thenewatlantis  ,thenewatlantis.com, mediabiasfactcheck.com the-new-atlantis ,HIGH,right-center,,,,
  censored  ,censored.news, mediabiasfactcheck.com censored-news ,LOW,extreme-right,,,,
  miamiherald  ,miamiherald.com, mediabiasfactcheck.com miami-herald ,HIGH,left-center,,,,
  frontiersin  ,frontiersin.org, mediabiasfactcheck.com frontiers ,MIXED,center,,,,
 outabouter  ,outabouter.com, mediabiasfactcheck.com the-out-and-abouter ,LOW,center,,,,
 ifamericaknew  ,ifamericaknew.org, mediabiasfactcheck.com if-america-knew ,HIGH,left-center,,,,
  the-daily-news  ,the-daily-news.co.uk, mediabiasfactcheck.com the-daily-news-uk ,LOW,center,,,,
  malaysia-today  ,malaysia-today.net, mediabiasfactcheck.com malaysia-today ,MIXED,center,,,,
  drudgereport  ,drudgereport.com, mediabiasfactcheck.com drudge-report ,MIXED,right,,,,
  insidesources ,insidesources.com, mediabiasfactcheck.com insidesources ,HIGH,right-center,,,,
  texasstandard  ,texasstandard.org, mediabiasfactcheck.com texas-standard ,HIGH,center,,,,
 thenewtropic ,thenewtropic.com, mediabiasfactcheck.com the-new-tropic ,HIGH,left-center,,,,
 bigthink  ,bigthink.com, mediabiasfactcheck.com big-think ,HIGH,center,,,,
  nydailynews  ,nydailynews.com, mediabiasfactcheck.com new-york-daily-news ,MIXED,left-center,,,,
 scripps.ucsd.edu news,scripps.ucsd.edu-news, mediabiasfactcheck.com scripps-institution-oceanography ,HIGH,center,,,,
  lavendermagazine  ,lavendermagazine.com, mediabiasfactcheck.com lavender-magazine ,HIGH,left,,,,
 thecitizenpress ,thecitizenpress.com, mediabiasfactcheck.com the-citizen-press ,MIXED,right,,,,
  freewoodpost  ,freewoodpost.com, mediabiasfactcheck.com free-wood-post ,LOW,center,,,,
  dispatch  ,dispatch.com, mediabiasfactcheck.com columbus-dispatch ,HIGH,right-center,,,,
  truebluescoop ,truebluescoop.com, mediabiasfactcheck.com true-blue-scoop ,LOW,extreme-left,,,,
 carepublican ,carepublican.com, mediabiasfactcheck.com the-california-republican ,HIGH,right,,,,
  fightforthefuture ,fightforthefuture.org, mediabiasfactcheck.com fight-for-the-future ,HIGH,left-center,,,,
  drudge  ,drudge.com, mediabiasfactcheck.com drudge-retort ,MIXED,left,,,,
  bluedotdaily  ,bluedotdaily.com, mediabiasfactcheck.com blue-dot-daily ,MIXED,left,,,,
  legitgov  ,legitgov.org, mediabiasfactcheck.com citizens-for-legitimate-government-clg-news ,MIXED,left-center,,,,
 donaldtrumpnews  ,donaldtrumpnews.co, mediabiasfactcheck.com donald-trump-news ,LOW,extreme-right,,,,
 forward  ,forward.com, mediabiasfactcheck.com the-forward ,HIGH,left-center,,,,
  taipeitimes  ,taipeitimes.com, mediabiasfactcheck.com taipei-times ,HIGH,center,,,,
 liberalbias  ,liberalbias.com, mediabiasfactcheck.com liberal-bias-press ,LOW,center,,,,
  cbpp  ,cbpp.org, mediabiasfactcheck.com the-center-on-budget-and-policy-priorities ,HIGH,left-center,,,,
 aeon  ,aeon.co, mediabiasfactcheck.com aeon ,HIGH,left-center,,,,
  ocweekly  ,ocweekly.com, mediabiasfactcheck.com oc-weekly ,HIGH,left-center,,,,
 rochdaleherald  amp ,rochdaleherald.co.uk, mediabiasfactcheck.com the-rochdale-herald ,LOW,center,,,,
 dailyheadlines  ,dailyheadlines.net, mediabiasfactcheck.com daily-headlines ,LOW,extreme-right,,,,
 redalertpolitics  ,redalertpolitics.com, mediabiasfactcheck.com red-alert-politics ,MIXED,right,,,,
  hopkinsmedicine  ,hopkinsmedicine.org, mediabiasfactcheck.com johns-hopkins-medicine ,HIGH,center,,,,
  phoenixnewtimes  ,phoenixnewtimes.com, mediabiasfactcheck.com phoenix-new-times ,HIGH,left-center,,,,
 citizensunited  index.aspx,citizensunited.org-index.aspx, mediabiasfactcheck.com citizens-united ,MIXED,right,,,,
 thewashingtonstandard  ,thewashingtonstandard.com, mediabiasfactcheck.com the-washington-standard ,LOW,extreme-right,,,,
 splinternews ,splinternews.com, mediabiasfactcheck.com splinter ,MIXED,left,,,,
  christianitytoday  ,christianitytoday.com, mediabiasfactcheck.com christianity-today ,HIGH,right-center,,,,
 bizstandardnews  ,bizstandardnews.com, mediabiasfactcheck.com business-standard-news-bs-news ,LOW,center,,,,
 empirenews  ,empirenews.net, mediabiasfactcheck.com empire-news ,LOW,center,,,,
 therantidote  ,therantidote.com, mediabiasfactcheck.com the-rantidote ,MIXED,right,,,,
 politicalcritique  ,politicalcritique.org, mediabiasfactcheck.com political-critique ,HIGH,left-center,,,,
 globegazette ,globegazette.com, mediabiasfactcheck.com globe-gazette-iowa ,HIGH,center,,,,
 washingtonmonthly  ,washingtonmonthly.com, mediabiasfactcheck.com washington-monthly ,HIGH,left,,,,
  theautomaticearth  ,theautomaticearth.com, mediabiasfactcheck.com the-automatic-earth ,HIGH,left-center,,,,
  iea  ,iea.org, mediabiasfactcheck.com international-energy-agency-iea ,HIGH,center,,,,
  theblaze  ,theblaze.com, mediabiasfactcheck.com the-blaze ,MIXED,right,,,,
 bannedinformation ,bannedinformation.com, mediabiasfactcheck.com banned-information ,LOW,extreme-right,,,,
  weaselzippers  ,weaselzippers.us, mediabiasfactcheck.com weasel-zippers ,MIXED,right,,,,
  towleroad  ,towleroad.com, mediabiasfactcheck.com towleroad ,MIXED,left,,,,
  ronpaulinstitute  ,ronpaulinstitute.org, mediabiasfactcheck.com the-ron-paul-institute ,MIXED,right,,,,
  space  ,space.com, mediabiasfactcheck.com space-com ,HIGH,center,,,,
 boingboing  ,boingboing.net, mediabiasfactcheck.com boing-boing ,HIGH,left,,,,
 ilovemyfreedom  ,ilovemyfreedom.org, mediabiasfactcheck.com i-love-my-freedom ,LOW,extreme-right,,,,
 crimethinc  ,crimethinc.com, mediabiasfactcheck.com crimethinc ,HIGH,left,,,,
  constitutionproject  ,constitutionproject.org, mediabiasfactcheck.com constitution-project ,HIGH,center,,,,
  sayfiereview  ,sayfiereview.com, mediabiasfactcheck.com sayfie-review ,HIGH,center,,,,
 reductress  ,reductress.com, mediabiasfactcheck.com reductress ,LOW,center,,,,
 gomerblog  ,gomerblog.com, mediabiasfactcheck.com gomer-blog ,LOW,center,,,,
  newshounds  ,newshounds.us, mediabiasfactcheck.com newshounds ,MIXED,left,,,,
 nypost  ,nypost.com, mediabiasfactcheck.com new-york-post ,MIXED,right-center,,,,
 indianexpress  ,indianexpress.com, mediabiasfactcheck.com the-indian-express ,HIGH,center,,,,
  skepticink  ,skepticink.com, mediabiasfactcheck.com skeptic-ink ,HIGH,center,,,,
  newyorker  ,newyorker.com, mediabiasfactcheck.com new-yorker ,HIGH,left,,,,
 hardnews work,hardnews.network, mediabiasfactcheck.com hard-news ,LOW,extreme-right,,,,
 spectrumreport ,spectrumreport.com, mediabiasfactcheck.com spectrum-report ,MIXED,center,,,,
 airwars  ,airwars.org, mediabiasfactcheck.com airwars ,HIGH,center,,,,
  gallup  home.aspx,gallup.com-home.aspx, mediabiasfactcheck.com gallup ,HIGH,center,,,,
  americanthinker  ,americanthinker.com, mediabiasfactcheck.com american-thinker ,MIXED,right,,,,
  faithwire ,faithwire.com, mediabiasfactcheck.com faithwire ,MIXED,right,,,,
  amny  ,amny.com, mediabiasfactcheck.com am-new-york ,HIGH,left-center,,,,
  onenewsnow  ,onenewsnow.com, mediabiasfactcheck.com onenewsnow ,MIXED,right,,,,
 thefederalistpapers  ,thefederalistpapers.org, mediabiasfactcheck.com the-federalist-papers-project ,LOW,extreme-right,,,,
  koco  ,koco.com, mediabiasfactcheck.com koco-news-5 ,HIGH,left-center,,,,
 eveningharold  ,eveningharold.com, mediabiasfactcheck.com evening-harold ,LOW,center,,,,
 ihypocrite ,ihypocrite.net, mediabiasfactcheck.com i-hypocrite ,LOW,extreme-right,,,,
  scotsman ,scotsman.com, mediabiasfactcheck.com the-scotsman ,HIGH,center,,,,
  democratichub  ,democratichub.com, mediabiasfactcheck.com the-democratic-hub ,MIXED,left,,,,
 silenceisconsent  ,silenceisconsent.net, mediabiasfactcheck.com silence-is-consent ,MIXED,right,,,,
  ammoland  ,ammoland.com, mediabiasfactcheck.com ammoland ,HIGH,right,,,,
 thesciencepost  ,thesciencepost.com, mediabiasfactcheck.com the-science-post ,LOW,center,,,,
  thedailymash  ,thedailymash.co.uk, mediabiasfactcheck.com the-daily-mash ,LOW,center,,,,
 clashdaily  ,clashdaily.com, mediabiasfactcheck.com clash-daily ,LOW,extreme-right,,,,
  opensecrets  ,opensecrets.org, mediabiasfactcheck.com center-for-responsive-politics-open-secrets ,HIGH,center,,,,
  usafirstinformation  ,usafirstinformation.com, mediabiasfactcheck.com usafirstinfo ,LOW,extreme-right,,,,
 patriotupdate  ,patriotupdate.com, mediabiasfactcheck.com patriot-update ,LOW,extreme-right,,,,
 jewwatch  ,jewwatch.com, mediabiasfactcheck.com jew-watch ,LOW,extreme-right,,,,
 democracyguardian ,democracyguardian.com, mediabiasfactcheck.com democracy-guardian ,MIXED,left,,,,
  miaminewtimes  ,miaminewtimes.com, mediabiasfactcheck.com miami-new-times-2 ,HIGH,left,,,,
 sentinelksmo ,sentinelksmo.org, mediabiasfactcheck.com sentinel-ksmo ,MIXED,right,,,,
  vice  ,vice.com, mediabiasfactcheck.com vice-news ,MIXED,left-center,,,,
 news.harvard.edu gazette ,news.harvard.edu-gazette, mediabiasfactcheck.com harvard-gazette ,HIGH,center,,,,
  worldaffairsjournal  ,worldaffairsjournal.org, mediabiasfactcheck.com world-affairs-journal ,HIGH,left-center,,,,
 news.sky  ,news.sky.com, mediabiasfactcheck.com sky-news ,HIGH,left-center,,,,
 dailycurrant  ,dailycurrant.com, mediabiasfactcheck.com the-daily-currant ,LOW,center,,,,
  pewresearch  ,pewresearch.org, mediabiasfactcheck.com pew-research ,HIGH,center,,,,
  hermancain  ,hermancain.com, mediabiasfactcheck.com hermancain-com ,MIXED,right,,,,
 trofire  ,trofire.com, mediabiasfactcheck.com ring-of-fire ,HIGH,left,,,,
  numbersusa  ,numbersusa.com, mediabiasfactcheck.com numbers-usa ,MIXED,right,,,,
 timeline ,timeline.com, mediabiasfactcheck.com timeline ,HIGH,left-center,,,,
  sbsun ,sbsun.com, mediabiasfactcheck.com san-bernardino-sun ,HIGH,right-center,,,,
  latintimes  ,latintimes.com, mediabiasfactcheck.com latin-times ,HIGH,left-center,,,,
 allenwestrepublic  ,allenwestrepublic.com, mediabiasfactcheck.com allen-west-republic ,LOW,extreme-right,,,,
 news.mongabay ,news.mongabay.com, mediabiasfactcheck.com mongabay ,HIGH,left-center,,,,
 fusion.kinja  ,fusion.kinja.com, mediabiasfactcheck.com fusion ,MIXED,left-center,,,,
 aptnnews ,aptnnews.ca, mediabiasfactcheck.com aptn-news ,HIGH,center,,,,
  wsws ,wsws.org, mediabiasfactcheck.com world-socialist-web-site ,HIGH,left,,,,
  spin  death-and-taxes ,spin.com-death-and-taxes, mediabiasfactcheck.com deathandtaxes ,HIGH,left,,,,
  aina ,aina.org, mediabiasfactcheck.com assyrian-international-news-agency ,MIXED,right,,,,
100 Percent Fed Up,100percentfedup.com,questionable,,bias,,,,
16 WMPO,16wmpo.com,satire,imposter site,fake,,,,"Scottsdale, Ariz. **"
OneEighty,180report.com,least_biased,,,,,,
21stcenturywire,21stcenturywire.com,,,conspiracy,,,,
247newsmedia,247newsmedia.com,,fake news,,,,,"Kumanovo, Macedonia"
24newsflash,24newsflash.com,,,fake,,,,
24online ,24online.news,,imposter site,,,,,"Panama, Pa. **"
24wpn,24wpn.com,,fake news,fake, ,,,"Veles, Macedonia"
WorldPolitics News,24wpn.com,questionable,,,,,,
365usanews,365usanews.com,,,bias,conspiracy,,,
369News,369news.net,pseudoscience,,,,,,
4threvolutionarywar ,4threvolutionarywar.wordpress.com,,,bias,conspiracy,,,
70 News,70news.wordpress.com,questionable,,,,,,
70news ,70news.wordpress.com,,,fake,,,,
82.221.129.208,82.221.129.208,,,conspiracy,fake,, ,
9 News (Australia),9news.com.au,right_center,,,,,,
American Association for the Advancement of Science (AAAS),aaas.org,pro_science,,,,,,
